,序號,發言日期,發言時間,發言人,發言人職稱,發言人電話,主旨,符合條款,事實發生日,說明,公司代號
0,1,110/01/11,18:48:25,徐光宇,專案協理,(02)27478711-2790,本公司前經理人涉嫌違反證券交易法，依規重訊,第 2款,110/01/11,1.法律事件之當事人:本公司前經理人曾繁斌先生 2.法律事件之法院名稱或處分機關:臺灣臺北地方檢察署 3.法律事件之相關文書案號:108年度偵字第22564號 4.事實發生日:110/01/11 5.發生原委(含爭訟標的):本公司前經理人涉嫌於106年7月轉投資事業股權交易案，  違反證券交易法第157-1條第1項內線交易行為之規範，接獲臺灣臺北地方檢察署偵結  起訴書。 6.處理過程:目前已進入法律程序，一切依法處理。 7.對公司財務業務影響及預估影響金額:對本公司財務業務無重大影響。 8.因應措施及改善情形:配合司法機關程序辦理。 9.其他應敘明事項:當事人因職務異動，目前已卸任經理人職務。,2912
