,序號,發言日期,發言時間,發言人,發言人職稱,發言人電話,主旨,符合條款,事實發生日,說明,公司代號
0,1,110/07/26,21:12:36,余奎儒,副總經理,(04)26937689,澄清媒體報導,第 51款,110/07/26,1.事實發生日:110/07/26 2.公司名稱:興農股份有限公司 3.與公司關係(請輸入本公司或子公司):本公司 4.相互持股比例:不適用 5.傳播媒體名稱:經濟日報電子報 6.報導內容:杜康-DR下市處理方式 7.發生緣由:以上報導內容所稱，和興農（1712）換股，為不實訊息， 中國興農科技公司非本公司關係人。 8.因應措施:發佈澄清訊息於公開資訊觀測站。 9.其他應敘明事項:無。,1712
