,序號,發言日期,發言時間,發言人,發言人職稱,發言人電話,主旨,符合條款,事實發生日,說明,公司代號
0,1,110/09/15,16:39:52,孫鴻文,營業資深副總經理,02-8789-2000*72710,公告本公司高鐵車站附設停車場委託經營管理案,第 10款,110/09/15,1.事實發生日:110/09/15 2.契約或承諾相對人: 中興電工機械股份有限公司 3.與公司關係:無 4.契約或承諾起迄日期（或解除日期）:111/01/01~115/12/31 5.主要內容（解除者不適用）:  本公司所轄桃園、新竹、苗栗、台中、彰化、雲林、嘉義、台南及左營等九處  高鐵車站汽車及機車停車場，包含停車場營運管理、清潔、及設備設施之建置、  維護與保養等事宜招商委託經營。 6.限制條款（解除者不適用）:保密條款。 7.承諾事項（解除者不適用）:無 8.其他重要約定事項（解除者不適用）:無 9.對公司財務、業務之影響:無不利影響。 10.具體目的:增加本公司附屬事業收入。 11.其他應敘明事項: (1)110年9月15日第九屆第十八次董事會決議。 (2)金額依契約保密條款規定不予揭露。,2633
