,序號,發言日期,發言時間,發言人,發言人職稱,發言人電話,主旨,符合條款,事實發生日,說明,公司代號
0,1,110/10/29,16:22:02,孫鴻文,營業資深副總經理,02-8789-2000*72710,公告本公司自動售票系統訂位主機更新維護服務契約轉讓,第 10款,110/10/29,"1.契約或承諾變更日期:110/10/29 2.契約或承諾相對人:台灣勤達睿股份有限公司(Kyndryl) 3.與公司關係:無 4.變更之原因:  本契約承包商台灣國際商業機器股份有限公司(IBM)之美國母公司因全球性營運策略，  將「全 球 技 術 服 務 (Global Technology Services)」部門中的基礎架構管理  服務分拆成立新公司(名稱為Kyndryl)，Kyndryl台灣子公司中文名稱為台灣勤達睿  股份有限公司(以下簡稱台灣勤達睿)。  台灣國際商業機器股份有限公司(IBM)請本公司同意本契約轉讓予台灣勤達睿。 5.變更之內容:  本公司同意由台灣勤達睿持續提供本契約之基礎架構管理服務，  台灣勤達睿並承受該等交易文件之全部權益、義務及責任。 6.對公司財務、業務之影響:無 7.其他應敘明事項:  (1)本公司前於106年6月8日經第八屆第二次董事會決議，並於同日發布重大訊息。  (2)本契約轉讓後，原合約總金額新台幣600,772,344元(含稅)及契約起迄期間無異動。",2633
